"No.","Time","Source","Destination","Protocol","Length","Value","Info"
"1391","232.976710","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","002d372d0804628e1a590d0000c294","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1392","232.985573","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","002e3e2e00d137","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1394","233.036406","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","002e3f2e080100ffffffffff008147","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1395","233.039313","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","16","00000000","Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)"
"1396","233.040845","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","002f3a2f0020d8","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1398","233.096338","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","31","002f3b2f0cf811000000000000f71100009653","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1399","233.098818","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","24","00303c3005f7110000020a69","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1401","233.186349","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","21","00303d30020027942a","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1402","233.191789","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","20","003140310100f82b","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1405","233.247152","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","19","000081003602270d0004628e1af711000085d32101a0ef990346efd84300000000510032â\200\246","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1406","233.306709","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","42","00314131170041000000000000000000000000000000012c01102701fe79","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1407","233.310006","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","21","0032423202000006eb","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1409","233.369340","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","34","003243320f00000000e803701700006e001e000f519e","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1426","292.993474","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00333633005feb","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1428","295.699272","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","003337330843628e1a980d000078cd","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1503","352.709225","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0034363400c872","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1505","355.256257","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","00343734087e628e1ad30d0000b9b1","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1588","413.266587","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0035363500f941","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1590","414.805827","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","0035373508ba628e1a0f0e0000a164","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1681","472.811413","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0036363600aa14","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1683","474.356116","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","0036373608f5628e1a4a0e0000a528","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1694","533.364223","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00373637009b27","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1696","533.936917","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","003737370831638e1a860e00002b07","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1709","572.232240","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00383a3800c442","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1711","573.715623","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","31","00383b380cfc11000000000000fb11000081a7","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1712","573.717411","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0039283900f65c","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1714","573.775280","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","28","0039293909e8030000000000000136e4","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1715","573.778255","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","32","013aa23a1831638e1ae90d2ba38a8d01e8b70ac8","Sent Write Command, Handle: 0x0025 (Tandem Diabetes Care: Unknown)"
"1716","573.779417","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","25","003a25a705fb4178bfee5c4dd1","Sent Write Command, Handle: 0x0025 (Tandem Diabetes Care: Unknown)"
"1719","573.836545","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","49","003aa33a1e01000000000159638e1a12dcc48890adc5f3bbd3883c616b3895f0ef161ce5â\200\246","Rcvd Handle Value Notification, Handle: 0x0025 (Tandem Diabetes Care: Unknown)"
"1720","573.840148","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","24","003b3c3b05fb11000004c8c9","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1722","573.895195","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","21","003b3d3b02002864c5","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1723","573.956302","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","99","00008100500328db00c2628e1afb11000000000000000000000000000006000000ed00c1â\200\246","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1724","574.015872","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","47","000081001c0128170021628e1af8110000640000006400000099000000ce649a0367f3","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1725","585.767733","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","16","a0024000","Rcvd Handle Value Notification, Handle: 0x001c (Tandem Diabetes Care: Unknown)"
"1726","585.776553","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","003c283c0003a3","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1728","586.736240","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","28","003c293c09e8030000e803000000e4df","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1729","586.743365","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","003d223d00f357","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1731","586.795423","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","003d233d08000000000000040014c6","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1732","586.801051","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","003e383e000286","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1734","586.855514","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","28","003e393e0900ffc8c8c800000100c68c","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1735","586.861740","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","003f3a3f0053db","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1737","586.915423","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","31","003f3b3f0c0812000000000000071200009705","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1738","586.920946","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0040b24000cf51","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1740","586.975680","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","38","0040b3401301dc0001640000000402000000000000000000bc50","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1741","586.979027","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","004124410067a8","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1743","587.035345","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","23","0041254104b40001148d1a","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1744","587.039409","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00426c42003849","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1746","587.095328","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","36","00426d4211000000000000000000000000000000000131bc","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1747","587.097917","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0043224300a57c","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1749","587.155162","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","004323430800000000000004006120","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1750","587.156629","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00443e440030d3","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1752","587.215445","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","00443f44080100ffffffffff005798","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1753","587.217494","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00456c4500afd0","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1755","587.275194","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","36","00456d451100000000000000000000000000000000012e86","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1756","587.276855","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0046384600f207","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1758","587.336214","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","28","004639460900ffc8c8c800000100da95","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1759","587.337861","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0047284700a077","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1761","587.395021","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","28","0047294709e8030000e80300000002be","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1762","587.397508","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00482a4800fe09","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1764","587.455127","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","29","00482b480a000000000000000000004e05","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1765","587.456528","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00496c4900c295","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1767","587.546635","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","36","00496d491100000000000000000000000000000000010f5e","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1768","587.548527","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","004ab24a0004be","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1770","587.635755","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","38","004ab34a1301dc00016400000004020000000000000000000724","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1771","587.638119","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","004b6a4b000041","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1773","587.725838","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","004b6b4b1800006405a40100006405a40100006405a40100006405a401cf2f","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1774","587.728818","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","16","00000000","Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)"
"1775","587.730043","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","004c3a4c005986","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1778","587.786705","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","31","004c3b4c0c081200000000000007120000b3f8","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1779","587.791598","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","004db24d009327","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1781","587.845379","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","38","004db34d1301dc0001640000000402000000000000000000872d","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1782","587.848951","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","24","004e3c4e05071200000ca79a","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1784","587.935542","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","21","004e3d4e020029752b","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1785","587.938235","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","004f6a4f00c48d","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1787","588.056420","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","99","00008100500329090065638e1a071200006464050400000000b40001ffffff0000170165â\200\246","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1788","588.116347","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","99","00008100500329e60065638e1a04120000020000000001000000000000000000000c0065â\200\246","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1789","588.175882","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","004f6b4f1800006405a40100006405a40100006405a40100006405a40109be","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1790","588.179537","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","005028500044ed","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1792","588.236239","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","99","000081005003290a005e638e1a0112000001030000d7349f038a369f03ce379f0316005dâ\200\246","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1794","588.296234","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","58","0000810050032911005b638e1afe1100005e2e9f03010000000000000000000000290159â\200\246","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1795","588.355499","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","28","0050295009e8030000e80300000082c2","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1796","588.357251","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","32","0151a2511831638e1a9de6587a97de1be564d220","Sent Write Command, Handle: 0x0025 (Tandem Diabetes Care: Unknown)"
"1797","588.358522","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","25","0051fa05b79ec44eb91f44c18f","Sent Write Command, Handle: 0x0025 (Tandem Diabetes Care: Unknown)"
"1799","589.345797","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","49","0051a3511e00030000000068638e1acca7de21cf4e728a387ac9a87b8a3071083ab8ab90â\200\246","Rcvd Handle Value Notification, Handle: 0x0025 (Tandem Diabetes Care: Unknown)"
"1800","589.356991","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","20","005240520100c3e9","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1802","589.406650","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","42","00524152170041000000000000000000000000000000012c01102701baef","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1803","589.411189","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0053b25300ef07","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1805","589.465483","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","38","0053b3531301dc00016400000004020000000000000000004ab0","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1806","589.470640","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00546a54004d52","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1808","589.525491","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","00546b541800006405a40100006405a40100006405a40100006405a4017c0e","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1809","589.530497","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00556a55007c61","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1811","589.585531","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","00556b551800006405a40100006405a40100006405a40100006405a4011da2","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1812","589.589576","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0056725600edde","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1814","589.645822","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","65","005673562e00000000000000b4006e001e000170170000102700000000000000000000ffâ\200\246","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1815","589.651321","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","21","00574257020000910e","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1817","589.705118","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","34","005743570f00000000e803701700006e001e000f3d89","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1818","589.707049","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00586a58002017","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1820","589.765578","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","00586b581800006405a40100006405a40100006405a40100006405a40117ac","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1823","592.944510","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0059365900be0f","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1825","595.228075","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","00593759086e638e1ac30e0000b7b5","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1828","605.971542","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","32","035a9e5a3de80300000300000008000000000000","Sent Write Command, Handle: 0x0025 (Tandem Diabetes Care: Unknown)"
"1829","605.975293","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","32","025a000000000000000000000000000000000000","Sent Write Command, Handle: 0x0025 (Tandem Diabetes Care: Unknown)"
"1830","605.975491","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","32","015a000000006e638e1a7e34d7efb718c1b44b4d","Sent Write Command, Handle: 0x0025 (Tandem Diabetes Care: Unknown)"
"1831","605.975600","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","26","005a33a17d228e6abbb2be087c1c","Sent Write Command, Handle: 0x0025 (Tandem Diabetes Care: Unknown)"
"1834","607.886230","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","8","005a9f5a1e0003000000007b638e1a402315281428c820de2eeb2193d371bde800ac68a5â\200\246","Rcvd Handle Value Notification, Handle: 0x0025 (Tandem Diabetes Care: Unknown)"
"1835","608.146671","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","16","00040000","Rcvd Handle Value Notification, Handle: 0x001c (Tandem Diabetes Care: Unknown)"
"1836","608.155648","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","16","00000000","Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)"
"1837","608.158079","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","005b2c5b007eed","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1838","609.706538","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","16","20040000","Rcvd Handle Value Notification, Handle: 0x001c (Tandem Diabetes Care: Unknown)"
"1840","609.715419","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","34","005b2d5b0f0203001ac37b638e1ae803000008088181","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1841","609.722510","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","005c2e5c00891a","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1843","609.776800","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","37","005c2f5c120000001ac300000000000000000000000000e908","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1844","609.782995","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","005da45d0023d5","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1846","609.835476","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","005da55d180000000000000000000000000000000000000000000000005a54","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1847","609.839303","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","005e3a5e0048e3","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1849","609.895364","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","31","005e3b5e0c151200000000000014120000a46a","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1850","609.900347","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","005f3a5f0079d0","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1852","609.955291","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","31","005f3b5f0c151200000000000014120000c511","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1853","609.961812","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0060286000d1e8","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1855","610.045348","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","28","0060296009e8030000e803000000c53d","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1856","610.049969","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0061226100211c","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1858","610.105281","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","00612361080000000000000400e6c7","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1859","610.110750","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0062386200d0cd","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1861","610.165504","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","28","006239620900ffc8c80000000100725f","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1862","610.171800","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00633a63008190","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1864","610.225794","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","31","00633b630c151200000000000014120000335c","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
