No,Time,Source,Destination,Protocl,Length,Info,Value
1299,209.236757,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0018521800e876
732,98.579862,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0018521800e876
362,8.355113,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0018521800e876
1298,209.232659,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,33,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001757170e00f401d007000003000000000000b2e7
731,98.576685,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,33,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001757170e00f401d007000003000000000000b2e7
361,8.352135,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,33,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001757170e00f401d007000003000000000000b2e7
1296,209.150003,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001756170016ba
729,98.49038,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001756170016ba
359,8.266443,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001756170016ba
1295,209.142809,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,124,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00165916690f0000000000000000000078000000000000000000002c0100000000000000…
728,98.487756,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,124,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00165916690f000000000000000000007800000000000000000000000000000000000000…
358,8.26309,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,124,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00165916690f000000000000000000007800000000000000000000000000000000000000…
1293,209.060611,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",165816002692
726,98.309514,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",165816002692
356,8.129472,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",165816002692
1292,209.051888,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,23,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00158d150410271027b92f
725,98.306658,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,23,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00158d150410271027b92f
355,8.126979,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,23,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00158d150410271027b92f
1290,208.966174,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00158c1500217e
723,97.905085,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00158c1500217e
353,8.039175,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00158c1500217e
1289,208.962731,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00148b1408b80b0000b80b0000c6fd
722,97.9026,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00148b1408b80b0000b80b0000c6fd
352,8.037002,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00148b1408b80b0000b80b0000c6fd
1287,208.876836,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00148a1400b0ff
720,97.771161,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00148a1400b0ff
350,7.950765,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00148a1400b0ff
1286,208.872046,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00134913080000000000000000bbe6
719,97.766673,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00134913080000000000000000bbe6
349,7.946973,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00134913080000000000000000bbe6
1284,208.786756,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0013481300b02e
717,97.680422,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0013481300b02e
347,7.859927,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0013481300b02e
1283,208.781939,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0012471208000000000000000084da
716,97.677445,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0012471208000000000000000084da
346,7.856983,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0012471208000000000000000084da
1281,208.695498,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",124612008006
714,97.591242,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",124612008006
344,7.769639,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",124612008006
1280,208.692013,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00114b110800000000000000008298
713,97.586751,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00114b110800000000000000008298
343,7.767075,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00114b110800000000000000008298
1278,208.606236,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00114a1100b226
711,97.409653,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00114a1100b226
341,7.68027,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00114a1100b226
1277,208.603332,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00104510080000000000000000bda4
710,97.406936,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00104510080000000000000000bda4
340,7.677229,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00104510080000000000000000bda4
1275,208.513461,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0010441000820e
708,97.229913,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0010441000820e
338,7.590558,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0010441000820e
1274,208.511492,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000f3f0f080100ffffffffff00c911
707,97.226711,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000f3f0f0800ffffffffffffff9bed
337,7.587114,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000f3f0f0800ffffffffffffff9bed
1272,208.423308,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000f3e0f000602
705,97.139181,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000f3e0f000602
335,7.499763,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000f3e0f000602
1271,208.421493,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,37,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000e2f0e12000000c8c80000000000000000000000000031ae
704,97.136799,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,37,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000e2f0e12000000c8c80000000000000000000000000031ae
334,7.497255,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,37,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000e2f0e12000000c8c80000000000000000000000000031ae
1269,208.336207,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000e2e0e005472
702,97.050695,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000e2e0e005472
332,7.409146,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000e2e0e005472
1268,208.332654,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,34,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000d2d0d0f000000c8c80000000000000000000055ef
701,97.046935,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,34,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000d2d0d0f000000c8c80000000000000000000055ef
331,7.407095,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,34,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000d2d0d0f000000c8c80000000000000000000055ef
1266,208.24761,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000d2c0d006749
699,96.913489,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000d2c0d006749
329,7.320427,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000d2c0d006749
698,96.911689,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,28,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000c390c0900ffc8c8c804c80000a4a5
328,7.317463,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,28,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000c390c0900ffc8c8c804c80000a4a5
1265,208.241661,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,28,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000c390c0900ffc8c8c804000100c319
1263,208.153484,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000c380c00f5e5
696,96.780455,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000c380c00f5e5
326,7.230171,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000c380c00f5e5
1262,208.15148,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,28,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000b290b09e80300000000000001c2bb
695,96.777532,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,28,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000b290b09000000000000000001df1d
325,7.227416,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,28,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000b290b09000000000000000001df1d
1260,208.070778,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000b280b00013f
693,96.555231,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000b280b00013f
323,7.141233,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000b280b00013f
1259,208.069131,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,29,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000a2b0a0a00000000000000000000e4de
692,96.551861,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,29,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000a2b0a0a00000000000000000000e4de
322,7.137067,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,29,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000a2b0a0a00000000000000000000e4de
1257,207.974517,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000a2a0a005062
690,96.466943,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000a2a0a005062
320,7.005083,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000a2a0a005062
1256,207.97297,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,26,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000933090700000000000000a9f8
689,96.462802,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,26,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000933090700000000000000a9f8
319,7.002011,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,26,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000933090700000000000000a9f8
1254,207.838531,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0009320900c1dd
687,96.375489,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0009320900c1dd
317,6.913916,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0009320900c1dd
1253,207.836335,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,23,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0008250804b40001147f38
686,96.372761,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,23,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",8.25E+45
316,6.911902,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,23,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",8.25E+45
1251,207.751374,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0008240800331f
684,96.285401,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0008240800331f
314,6.783268,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0008240800331f
683,96.281707,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0007370708a9bf8d1ad00c00007895
313,6.778337,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000737070850bf8d1a770c0000a73a
1250,207.746388,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000737070819c08d1a400d000002d1
1248,207.662298,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",7.36E+29
681,96.068451,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",7.36E+29
311,6.651598,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",7.36E+29
1247,207.656333,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,25,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0006a1060600041a000000fb30
680,96.056756,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,25,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0006a1060600041a000000fb30
310,6.641977,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,25,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0006a1060600041a000000fb30
1245,207.568519,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,20,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0006a0060104a3af
678,95.92472,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,20,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0006a0060104a3af
308,6.555145,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,20,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0006a0060104a3af
1244,207.566331,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,25,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0005a1050600009add2476065f
677,95.92163,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,25,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0005a1050600009add2476065f
307,6.552025,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,25,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0005a1050600009add2476065f
1242,207.479716,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,20,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0005a005010077b6
675,95.835555,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,20,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0005a005010077b6
305,6.465266,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,20,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0005a005010077b6
674,95.832725,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0004370408a9bf8d1ad00c0000b724
304,6.462014,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000437040850bf8d1a760c0000dcfd
1241,207.476406,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",000437040819c08d1a3f0d000056f6
1239,207.389463,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00043604005d77
672,95.700401,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00043604005d77
302,6.332185,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00043604005d77
1895,622.729913,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,16,"Rcvd Handle Value Notification, Handle: 0x001c (Tandem Diabetes Care: Unknown)",40000
1835,608.146671,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,16,"Rcvd Handle Value Notification, Handle: 0x001c (Tandem Diabetes Care: Unknown)",40000
1238,207.386971,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,67,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00035503309fc00b3f9fc00b3f00000000000000007e4f6705df6a0f0030000000000000…
671,95.697169,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,67,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00035503309fc00b3f9fc00b3f00000000000000007e4f6705df6a0f0030000000000000…
301,6.327551,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,67,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00035503309fc00b3f9fc00b3f00000000000000007e4f6705df6a0f0030000000000000…
1236,207.303267,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0003540300c11b
669,95.611195,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0003540300c11b
299,6.195975,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0003540300c11b
1235,207.297376,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,23,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0002210204020005008237
668,95.607009,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,23,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0002210204020005008237
298,6.192966,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,23,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0002210204020005008237
1233,207.217916,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0002200200382c
666,95.528651,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0002200200382c
296,6.06773,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0002200200382c
